Size,Steps,Time
100,100,0.4503911428571429
100,1000,4.561605142857142
100,10000,44.39434814285714
100,100000,445.9992007142857
1000,100,0.4816954285714286
1000,1000,4.780334571428571
1000,10000,47.73447271428571
1000,100000,476.4550401428572
2000,100,0.5320547142857143
2000,1000,5.273015285714286
2000,10000,52.656390571428574
2000,100000,526.8876250000001
